Complaint_Text,Label
Machine trips main breaker. Short in the motor winding insulation due to friction rub.,QUALITY_ISSUE
Customer complains of a smell. Found excessive lint and hair buildup in the drum.,NON_QUALITY_ISSUE
Drum is not rotating. Drive belt pulley snapped clean off the motor shaft.,QUALITY_ISSUE
Water leaks from the back. Customer failed to secure the water inlet hose clamp correctly.,NON_QUALITY_ISSUE
Error E80: Software logic failure. Machine stops randomly.,QUALITY_ISSUE
Clothes are still dirty. Customer washes heavily soiled items in a machine overloaded with light clothes.,NON_QUALITY_ISSUE
Loud banging during spin. Loose counterweight bolt causing severe imbalance.,QUALITY_ISSUE
"Machine makes a squealing noise. Advised customer on the normal sound of a new, high-speed spin cycle.",NON_QUALITY_ISSUE
Water leaks from the door seal. Rubber seal has a flaw/thin spot from the factory molding.,QUALITY_ISSUE
Customer reports power failure. Found the main house fuse had blown due to an unrelated appliance.,NON_QUALITY_ISSUE
"Motor runs, but drum is silent. Drive belt snapped due to manufacturing flaw.",QUALITY_ISSUE
Clothes are too tangled. Customer loads clothes by knotting them together before placing them in the drum.,NON_QUALITY_ISSUE
Intermittent heating failure. Heater relay contacts on the PCB are burned out.,QUALITY_ISSUE
Water is left in the tub. Technician found a large buildup of soap scum around the drain sensor.,NON_QUALITY_ISSUE
Door interlock failure. Solenoid plunger is binding due to corrosion on the metal shaft.,QUALITY_ISSUE
Customer complains of lint. Advised customer to clean the lint filter after every dry cycle.,NON_QUALITY_ISSUE
"Unit stops with error E3. Pressure switch is defective, reading intermittent pressure drops.",QUALITY_ISSUE
"Machine vibrates heavily. Technician found the machine was installed on a high-gloss, slick tile floor.",NON_QUALITY_ISSUE
Machine trips main breaker. Short in the wiring harness near the heating element terminal.,QUALITY_ISSUE
Clothes are still damp. Customer selected the 'Spin Only' option but forgot to set the desired RPM speed.,NON_QUALITY_ISSUE
Loud scraping during wash. Foreign object (small rock) stuck between the outer tub and drum.,NON_QUALITY_ISSUE
Water filling slowly. Customer's external water filter is severely overdue for replacement.,NON_QUALITY_ISSUE
Rust spots on the exterior cabinet. Defect in the paint application process.,QUALITY_ISSUE
Customer used heavy cleaning powders which clogged the fine mesh filter in the inlet valve.,NON_QUALITY_ISSUE
Machine fills with cold water only. Hot water inlet valve solenoid is dead (coil open circuit).,QUALITY_ISSUE
"Clothes are damaged. Found customer washed an item with a very large, sharp belt buckle.",NON_QUALITY_ISSUE
Drum bearing failure. Loud grinding and metal dust visible below the tub.,QUALITY_ISSUE
Customer requesting replacement drain hose after accidental cutting during home renovation.,NON_QUALITY_ISSUE
Main PCB is dead. Faulty power transistor on the voltage regulator circuit.,QUALITY_ISSUE
"Machine vibrates heavily. Found customer installed the machine on a thick, dense rubber mat.",NON_QUALITY_ISSUE
Water leaks from the back. Inlet hose coupling cracked due to poor plastic quality.,QUALITY_ISSUE
Clothes are too stiff. Advised customer on using distilled white vinegar as a fabric softener alternative.,NON_QUALITY_ISSUE
Error F15: Motor control board failure. Processor chip is overheating and shutting down.,QUALITY_ISSUE
Customer reports water not filling. Found the household water pressure is abnormally low due to local maintenance.,NON_QUALITY_ISSUE
Loud banging during spin. Drum counterweight is loose from the factory mounting.,QUALITY_ISSUE
Machine is dead. Found the house power was out due to an external transformer failure.,NON_QUALITY_ISSUE
"Water is continuously filling. Inlet valve seal is defective, causing a slow leak even when closed.",QUALITY_ISSUE
"Clothes are still soapy. Customer used the 'Super Quick' cycle for a full, heavily soiled load.",NON_QUALITY_ISSUE
Unit stops with error H3. Communication failure between the main board and the display panel.,QUALITY_ISSUE
Customer reports clothes are faded. Advised on using the 'Delicate' cycle to reduce agitation intensity.,NON_QUALITY_ISSUE
Drum is silent during agitation. Motor winding is shorted internally.,QUALITY_ISSUE
Machine makes a thumping noise. Found a loose coin in the drum holes during the wash cycle.,NON_QUALITY_ISSUE
Loud scraping during spin. Drum spider arm bearing race has completely failed.,QUALITY_ISSUE
Customer used liquid softener which caused residue buildup in the pump filter.,NON_QUALITY_ISSUE
Machine fills with hot water even on cold setting. Cold water valve is leaking internally.,QUALITY_ISSUE
Clothes are too wrinkled. Customer is running high-speed spin on lightweight synthetic garments.,NON_QUALITY_ISSUE
Unit trips main breaker. Short in the drain pump wiring harness near the connection terminal.,QUALITY_ISSUE
Customer reports water not filling. Found the mesh filter in the water inlet hose was completely blocked with dirt.,NON_QUALITY_ISSUE
Door handle snapped. Poor quality plastic component in the door latch assembly.,QUALITY_ISSUE
Machine makes an odd sound. Advised customer on the normal noise of the new magnetic door lock system.,NON_QUALITY_ISSUE
Main PCB shows error E9. Corrupted firmware in the memory chip.,QUALITY_ISSUE
Water won't drain. Technician found the drain hose was deliberately blocked with a cloth by a child.,NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension rod mounting bush has failed prematurely.,QUALITY_ISSUE
Customer complains of a musty smell. Advised on running a cleaning cycle with bleach and hot water.,NON_QUALITY_ISSUE
Loud clicking noise when unit is idle. Control board power relay is failing (contacts sticking).,QUALITY_ISSUE
Clothes are still damp. Customer selected the 'Energy Saver' dry cycle (combi unit).,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a flaw in the molding causing an imperfect fit.,QUALITY_ISSUE
Machine vibrates excessively. Found the installation platform is very old and unstable wood flooring.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Tacho sensor cable is loose and sending intermittent zero RPM signals.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a nail inside the drum from construction debris.,NON_QUALITY_ISSUE
Unit fails to turn on. The main PCB voltage regulator is shorted out.,QUALITY_ISSUE
Water is left in the tub. Technician found a large buildup of heavy detergent residue blocking the drain outlet.,NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken plastic frame supporting the drum suspension.,QUALITY_ISSUE
Clothes are still soapy. Customer is using the 'Rinse Only' cycle for washing clothes instead of the full cycle.,NON_QUALITY_ISSUE
Display is dim and flickering. Backlight control chip on the display PCB is failing.,QUALITY_ISSUE
Customer reports power failure. Found the external power surge protector had tripped.,NON_QUALITY_ISSUE
Door lock assembly failure. Solenoid plunger is corroded and seizing up.,QUALITY_ISSUE
Machine is shaking. Found a single heavy rug in the drum causing severe imbalance error.,NON_QUALITY_ISSUE
Water leaks from the tub-to-pump hose. Hose material cracked prematurely after 1 year.,QUALITY_ISSUE
Drain hose is leaking profusely. Customer failed to tighten the clamp after cleaning the drain filter.,NON_QUALITY_ISSUE
"Motor runs, but drum is jerking violently. Encoder wheel on the motor is cracked.",QUALITY_ISSUE
"Customer used excessive fabric softener, leading to residue buildup on the drum and clothes.",NON_QUALITY_ISSUE
Main PCB is non-responsive. Corrupted bootloader firmware requires full replacement.,QUALITY_ISSUE
Clothes are still dirty. Customer washes a very large load using the smallest amount of detergent.,NON_QUALITY_ISSUE
Rust spots forming on the exterior cabinet. Defect in the anti-corrosion coating.,QUALITY_ISSUE
Machine is very loud. Advised customer on lowering the final spin speed to reduce noise.,NON_QUALITY_ISSUE
Error F4: Heating element failure. Continuity check is open circuit.,QUALITY_ISSUE
Water won't drain. Technician found a loose hair clip blocking the drain pump impeller.,NON_QUALITY_ISSUE
Loud grinding from the pump. Pump impeller blades are worn down from manufacturing debris.,QUALITY_ISSUE
Customer requests service for replacement drain hose which was brittle and cracked from old age.,NON_QUALITY_ISSUE
Water leaks from the soap dispenser. Gasket seal on the water jet nozzle is deformed.,QUALITY_ISSUE
Machine vibrates heavily. Technician found the machine was installed on a slick tile floor without anti-vibration pads.,NON_QUALITY_ISSUE
Unit stops with error C1. Water level sensor stuck low.,QUALITY_ISSUE
Clothes are too wrinkled. Customer runs the dryer on the highest heat setting (combi unit).,NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension rod snapped.,QUALITY_ISSUE
Customer complains of lint. Advised on using a lint roller for dark clothes after drying.,NON_QUALITY_ISSUE
Intermittent power off. Internal power cable connector is loose on the EMI filter board.,QUALITY_ISSUE
Water won't fill. Technician found the customer's external water softener unit is completely depleted of salt.,NON_QUALITY_ISSUE
Door handle snapped clean off. Metal fatigue failure in the pivot point.,QUALITY_ISSUE
Machine makes an odd smell. Found residue from cleaning chemicals in the detergent drawer.,NON_QUALITY_ISSUE
Main PCB shows error E5. Faulty communication chip on the board.,QUALITY_ISSUE
Customer reports clothes are faded. Advised on washing dark colors on the shortest cycle possible.,NON_QUALITY_ISSUE
Drum is not rotating. Motor control board MOSFET failed (shorted).,QUALITY_ISSUE
Water leaks from the back. Customer failed to properly attach the drain hose U-bend to the standpipe.,NON_QUALITY_ISSUE
Loud metallic noise during spin. Drum support bearing race is completely disintegrated.,QUALITY_ISSUE
Clothes are still soapy. Customer used high-suds detergent in a front-loader machine.,NON_QUALITY_ISSUE
Water continuously fills the drum. Cold water inlet valve solenoid is stuck open.,QUALITY_ISSUE
Machine stopped. Found the power plug was loosely inserted into the wall socket.,NON_QUALITY_ISSUE
Error F05: Drain pump failure. Pump motor failed to start due to winding issue.,QUALITY_ISSUE
Customer confused by the 'Start/Pause' button function. Requested clarification on cycle control.,NON_QUALITY_ISSUE
Display is completely blank. Faulty ribbon cable connection to the main PCB.,QUALITY_ISSUE
Clothes are too tangled. Advised customer to use a lower RPM spin for delicate fabrics.,NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken drum counterweight support bracket.,QUALITY_ISSUE
Water won't fill. Technician found a large piece of scale buildup blocking the water inlet filter.,NON_QUALITY_ISSUE
Machine trips main breaker. Short in the motor winding insulation.,QUALITY_ISSUE
Customer complains of a smell. Advised on cleaning the area around the drain pump filter where water can collect.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a flaw/thin spot from the molding process.,QUALITY_ISSUE
Machine vibrates excessively. Technician found the machine installed on a loose gravel base (outdoor installation).,NON_QUALITY_ISSUE
Intermittent heating failure. Heater relay on the PCB has intermittent failure (sticking contacts).,QUALITY_ISSUE
Clothes are still damp. Customer selected the 'Quick Dry' option for a heavily loaded machine.,NON_QUALITY_ISSUE
Unit stops with error E40. Door interlock solenoid is weak and fails to latch the door securely.,QUALITY_ISSUE
Customer requesting service because the rubber door gasket is covered in mold.,NON_QUALITY_ISSUE
Loud scraping during wash. Drum spider arm cracked and rubbing the tub.,QUALITY_ISSUE
Water leaks from the back. Customer failed to secure the water inlet hose clamps correctly.,NON_QUALITY_ISSUE
Main PCB is dead. Power surge damaged the main processor chip.,QUALITY_ISSUE
Clothes are damaged. Found a large metal object left in the pocket during the wash cycle.,NON_QUALITY_ISSUE
Drum is not rotating. Drive belt snapped (premature failure due to poor quality material).,QUALITY_ISSUE
Machine stops. Customer reports a brief power flicker in the area.,NON_QUALITY_ISSUE
Loud clicking noise when unit fills. Inlet solenoid valve plunger is binding due to poor component tolerance.,QUALITY_ISSUE
Water won't drain. Technician found a piece of plastic packaging blocking the drain outlet.,NON_QUALITY_ISSUE
Machine trips main breaker. Short circuit in the drain pump wiring harness insulation.,QUALITY_ISSUE
Customer complains of white residue. Advised on using liquid detergent for better solubility.,NON_QUALITY_ISSUE
Rust is visible on the inner drum lip. Poor quality material used in the drum edge finishing.,QUALITY_ISSUE
Clothes are still soapy. Customer used the 'Rinse Hold' feature and forgot to run the final drain.,NON_QUALITY_ISSUE
Drum bearing failure. Loud grinding and visible rust dust below the tub.,QUALITY_ISSUE
Machine makes a strange noise. Found a coin stuck in the small gap between the inner drum and the tub.,NON_QUALITY_ISSUE
Water leaks from the drain pump connection. Pump seal deformed during factory installation.,QUALITY_ISSUE
"Customer used excessive amounts of homemade soap, resulting in a severe suds error.",NON_QUALITY_ISSUE
"Unit fails to turn on. The main PCB fuse holder has poor contact, causing intermittent power loss.",QUALITY_ISSUE
"Machine vibrates heavily. Technician found the unit was installed on a very old, uneven wooden floor.",NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken plastic counterweight support bracket.,QUALITY_ISSUE
"Clothes are too wrinkled. Customer is running high-speed spin on all clothes, including delicates.",NON_QUALITY_ISSUE
Error F18: Motor control board failure. Processor chip is failing intermittently.,QUALITY_ISSUE
Customer reports water not filling. Found the mesh filter in the inlet valve completely blocked with sediment.,NON_QUALITY_ISSUE
Water is continuously filling. Inlet valve solenoid plunger is stuck open due to internal corrosion.,QUALITY_ISSUE
"Machine stops mid-cycle. Customer pressed the 'Pause' button multiple times, confusing the cycle logic.",NON_QUALITY_ISSUE
Intermittent power failure. Loose internal wiring harness connector on the main PCB.,QUALITY_ISSUE
Customer complains of a smell. Advised on cleaning the detergent drawer which was heavily soiled with old powder residue.,NON_QUALITY_ISSUE
Door lock indicator light flashes rapidly. Defective micro-switch inside the interlock mechanism.,QUALITY_ISSUE
Clothes are still damp. Customer selected the lowest spin speed option for a full load of towels.,NON_QUALITY_ISSUE
Machine fills with hot water only. Cold water valve actuator is stuck closed due to component failure.,QUALITY_ISSUE
"Water won't drain. Technician found a child's toy stuck in the drain filter, preventing the pump from working.",NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension rod snapped clean off during spin.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a pair of scissors left in a pocket during the wash.,NON_QUALITY_ISSUE
Main PCB randomly resets. Poor quality filter capacitor on the power supply line.,QUALITY_ISSUE
Machine is dead. Found the house power was out due to an external utility issue.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a cut from the factory trimming process.,QUALITY_ISSUE
Customer complains of lint. Advised on emptying pockets before putting clothes in the machine.,NON_QUALITY_ISSUE
"Motor runs, but drum is silent. Drive belt is broken (premature failure).",QUALITY_ISSUE
"Clothes are still soapy. Customer used the 'Express Wash' cycle for a heavily soiled, full load.",NON_QUALITY_ISSUE
Loud scraping during spin. Drum support bearing race is completely seized up.,QUALITY_ISSUE
Drain hose is leaking. Customer failed to secure the hose with the provided plastic clip.,NON_QUALITY_ISSUE
Machine trips main breaker. Short in the heating element internal wiring.,QUALITY_ISSUE
Water won't fill. Customer's external water filter is clogged and needs immediate replacement.,NON_QUALITY_ISSUE
Unit fails to turn on. The main power switch contacts are worn and not making reliable connection.,QUALITY_ISSUE
Machine makes a strange noise. Found a loose piece of concrete on the floor underneath the unit.,NON_QUALITY_ISSUE
"Water is backflowing into the drum. Non-return valve is defective, failing to prevent backwash.",QUALITY_ISSUE
Customer reports clothes are faded. Advised on turning clothes inside out before washing.,NON_QUALITY_ISSUE
Loud grinding noise during wash. Tub bearing failed prematurely after 6 months.,QUALITY_ISSUE
Clothes are too wrinkled. Customer is running high-speed spin on delicate synthetic fabrics.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Water level sensor tube is pinched due to faulty routing during assembly.,QUALITY_ISSUE
"Customer used excessive amounts of powder detergent, resulting in residue buildup in the pump filter.",NON_QUALITY_ISSUE
Error F16: Main PCB communication failure with the display board.,QUALITY_ISSUE
"Drain hose is leaking profusely. Customer used excessive force when connecting the hose, cracking the plastic elbow.",NON_QUALITY_ISSUE
Drum is not rotating. Motor capacitor failed (shorted).,QUALITY_ISSUE
Machine is vibrating. Technician found the machine was installed on a carpeted surface.,NON_QUALITY_ISSUE
Water leaks from the soap dispenser. Gasket seal on the water inlet manifold is deformed.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a broken zipper stuck in the drum perforation.,NON_QUALITY_ISSUE
Main PCB is dead. Faulty voltage regulator chip failed under load.,QUALITY_ISSUE
Clothes are still damp. Customer selected the 'Spin Only' cycle but forgot to set the RPM.,NON_QUALITY_ISSUE
Water continuously fills the drum. Hot water solenoid valve is stuck open due to component failure.,QUALITY_ISSUE
Machine stopped. Technician found the external power strip was accidentally switched off.,NON_QUALITY_ISSUE
Loud metallic scrape during spin. Drum spider arm bearing race is corroded and seizing up.,QUALITY_ISSUE
Customer complains of a musty smell. Advised on cleaning the detergent drawer which had a heavy build-up of mold.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Tacho sensor cable is loose and sending intermittent zero RPM signals.,QUALITY_ISSUE
Clothes are still soapy. Customer used high-foaming detergent in a front-loader.,NON_QUALITY_ISSUE
Rust spots forming on the cabinet exterior near the door. Low-quality paint finish defect.,QUALITY_ISSUE
Water won't drain. Technician found a large piece of lint blocking the drain pump filter.,NON_QUALITY_ISSUE
Loud banging noise during spin. Broken drum counterweight mounting stud.,QUALITY_ISSUE
Customer requesting service because the drain hose needs to be longer to reach the new drain.,NON_QUALITY_ISSUE
Unit fails to heat water. Heater relay on the PCB has intermittent failure (sticking).,QUALITY_ISSUE
Clothes are too wrinkled. Customer leaves them in the machine for several hours after the cycle finishes.,NON_QUALITY_ISSUE
Drum is not rotating. Drive belt is slipping due to pulley misalignment.,QUALITY_ISSUE
Machine is dead. Found the external water shut-off valve was closed.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a cut from a sharp object caught in the wash.,NON_QUALITY_ISSUE
Unit vibrates excessively. Technician found the machine was installed on an unstable pedestal.,NON_QUALITY_ISSUE
Main PCB is dead. Visible burn mark near the power input filter.,QUALITY_ISSUE
Customer used too much bleaching agent which caused fabric damage and tearing.,NON_QUALITY_ISSUE
Loud grinding noise during drain. Drain pump impeller blades are cracked due to poor material.,QUALITY_ISSUE
Clothes are still soapy. Customer only uses the 'Water Saver' cycle for all loads.,NON_QUALITY_ISSUE
Water leaks from the back. Technician found the shipping bolt holes were not properly capped.,QUALITY_ISSUE
Customer reports high vibration. Found a single pair of heavy shoes in the drum causing imbalance.,NON_QUALITY_ISSUE
"Unit stops with error E30. Water level sensor is reading empty, but the tub is full.",QUALITY_ISSUE
Drain hose is leaking at the standpipe. Customer failed to secure it with the provided retainer clip.,NON_QUALITY_ISSUE
Machine trips main breaker. Short in the main power cord terminal.,QUALITY_ISSUE
Customer complains of slow cycle times. Low household water pressure slowing fill rate.,NON_QUALITY_ISSUE
Door handle snapped clean off. Plastic fatigue failure.,QUALITY_ISSUE
Clothes are stiff and scratchy. Customer lives in a hard water area and doesn't use water softener.,NON_QUALITY_ISSUE
"Water is continuously filling. Anti-siphon valve is defective, causing a constant siphoning effect.",QUALITY_ISSUE
Customer requests service because the lint filter is full of fuzz and hair.,NON_QUALITY_ISSUE
Loud metallic squealing. Drum spider arm bearing race has completely failed.,QUALITY_ISSUE
Machine is dead. Found the customer's remote-controlled outlet switch was turned off.,NON_QUALITY_ISSUE
Error F17: Communication loss between the main PCB and the display module.,QUALITY_ISSUE
Clothes are still damp. Customer selected the 'Quick Wash 15min' cycle for heavy cottons.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a defect in the rubber compound causing premature cracking.,QUALITY_ISSUE
"Customer used too much liquid detergent, leading to excessive suds and cycle time extension.",NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken plastic base plate for the shock absorber.,QUALITY_ISSUE
Drain hose split at the back due to friction against the wall. Replacement needed due to wear/tear.,NON_QUALITY_ISSUE
Unit fails to turn on. The main PCB voltage regulator is shorted out.,QUALITY_ISSUE
Machine is vibrating. Technician found the legs were installed unevenly and required manual adjustment.,NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension rod snapped clean off during spin.,QUALITY_ISSUE
Customer complains of a vibrating sound. Found the small plastic cover on the drain pump motor is loose.,NON_QUALITY_ISSUE
Heating element failed. Open circuit detected after 3 months of use.,QUALITY_ISSUE
Water won't drain. Technician found a piece of plastic packaging blocking the drain path.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Water level sensor cable is corroded and sending intermittent signals.,QUALITY_ISSUE
Clothes are too wrinkled. Customer leaves them in the machine for hours after the cycle finishes.,NON_QUALITY_ISSUE
"Motor runs, but drum is jerking violently. Encoder wheel on the motor is cracked.",QUALITY_ISSUE
"Customer using non-HE detergent, resulting in excessive suds and cycle time extension.",NON_QUALITY_ISSUE
Rust is visible on the inner drum lip after only 6 months of use. Poor material quality.,QUALITY_ISSUE
"Machine is dead. Found a penny jammed in the main power switch, preventing it from latching.",NON_QUALITY_ISSUE
Machine trips main breaker. Short in the motor winding insulation due to friction rub.,QUALITY_ISSUE
Customer reports high electricity bill. Advised customer to use the cold water setting for non-essential loads.,NON_QUALITY_ISSUE
Water leaks from the back. Technician found the fill valve was leaking onto the rear panel from a crack.,QUALITY_ISSUE
Clothes are still damp. Customer selected the lowest spin speed setting (400 RPM).,NON_QUALITY_ISSUE
Error E50 displayed. Communication failure on the CAN bus between the main and motor boards.,QUALITY_ISSUE
Customer called because the machine won't start. Door was not properly shut by a family member.,NON_QUALITY_ISSUE
Loud scraping during wash. Drum support bearing race has corroded due to poor sealing.,QUALITY_ISSUE
Water leaks from the back during spin. Customer failed to tighten the water inlet hoses securely.,NON_QUALITY_ISSUE
Display panel is half-lit and flickering. Bad capacitor on the display board power supply line.,QUALITY_ISSUE
Machine stops with F04 error. Error indicates water flow issue. Found the customer's external water filter is clogged.,NON_QUALITY_ISSUE
Water is continuously filling. Hot water solenoid valve is stuck open due to component failure.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a zipper was caught in the door seal rubber.,NON_QUALITY_ISSUE
Drum is not rotating. Drive belt is slipping due to pulley misalignment.,QUALITY_ISSUE
Drain hose is cracked near the connection. Old age and chemical exposure caused material degradation.,NON_QUALITY_ISSUE
Unit stops with error E40. Door lock plunger solenoid is internally seizing up.,QUALITY_ISSUE
Customer is confused about the spin speed options. Requested clarification on RPM settings.,NON_QUALITY_ISSUE
Water leaks from the drain pump connection. Casing joint not sealed correctly at factory.,QUALITY_ISSUE
Machine is shaking. Found a small level bubble was used and it was slightly off. Used professional level to correct.,NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken counterweight bolt snapped due to over-torquing during assembly.,QUALITY_ISSUE
Clothes are covered in lint. Customer does not separate darks and lights before washing.,NON_QUALITY_ISSUE
Intermittent power failure. Loose internal wiring harness connector on the main PCB.,QUALITY_ISSUE
Water won't drain. Technician found a large buildup of heavy detergent residue blocking the drain outlet.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Pressure sensor cable is shorting intermittently against the tub metal.,QUALITY_ISSUE
"Unit vibrates heavily, but legs are level. Found packaging bolts still installed in the back of the unit.",NON_QUALITY_ISSUE
Main PCB is dead. Faulty power supply section on the display PCB has failed components.,QUALITY_ISSUE
Clothes are still soapy. Customer used the 'Rinse Only' cycle for washing clothes instead of the full cycle.,NON_QUALITY_ISSUE
Drum spider arm failed prematurely. Cast iron component had an internal void/bubble from manufacturing.,QUALITY_ISSUE
"Machine is very loud. Customer installed it on an untreated concrete floor, amplifying noise.",NON_QUALITY_ISSUE
Loud grinding from the motor housing. Rotor shaft is cracked near the stator coil mount.,QUALITY_ISSUE
Customer reports clothes are ruined. Found customer washed an expensive silk dress on the 'Heavy Duty' cycle.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a flaw/cut from the factory trimming process.,QUALITY_ISSUE
Customer reports high vibration. Found a large imbalance in the load (one wet rug).,NON_QUALITY_ISSUE
Machine trips GFCI outlet. Short circuit in the motor control wiring harness insulation.,QUALITY_ISSUE
"Water is left in the tub. Technician found a child's toy stuck in the drain filter, blocking flow.",NON_QUALITY_ISSUE
Error C3: Pressure switch reports overfill. Switch diaphragm is defective.,QUALITY_ISSUE
Customer is confused about the 'Detergent Ball' and put it in the wrong compartment.,NON_QUALITY_ISSUE
Water is continuously filling. Inlet valve solenoid plunger is stuck open.,QUALITY_ISSUE
Customer complains of a vibrating noise. Found the machine was too close to a wall and rattling against it.,NON_QUALITY_ISSUE
Drum is scratching the stainless steel tub. Appears to be a spider/suspension arm breakage.,QUALITY_ISSUE
Clothes are still wet. Customer only selects the lowest spin speed setting (400 RPM).,NON_QUALITY_ISSUE
Machine fills with cold water only. Hot water inlet valve solenoid is dead (coil open circuit).,QUALITY_ISSUE
"Drain hose is leaking. Customer failed to properly attach the U-bend to the standpipe, causing splash-back.",NON_QUALITY_ISSUE
Unit stops with error E60. Technician confirmed the main processor chip on the PCB is overheating.,QUALITY_ISSUE
"Customer used excessive amounts of homemade soap, resulting in a severe suds error.",NON_QUALITY_ISSUE
Loud clicking noise when door opens. Door release solenoid plunger is damaged internally.,QUALITY_ISSUE
Water won't fill. Technician found the mesh filter inside the fill valve completely blocked with dirt.,NON_QUALITY_ISSUE
Machine makes a high-pitched whine. Low oil in the gear box due to an internal seal leak.,QUALITY_ISSUE
Customer reports water not filling. Found a major pressure drop in the entire apartment building water supply.,NON_QUALITY_ISSUE
Water leaks from the drain pump connection. Pump seal deformed during factory installation.,QUALITY_ISSUE
Clothes are still damp. Customer selected the 'No Heat Dry' option (combi unit).,NON_QUALITY_ISSUE
Error F05: Drain pump failure. Pump motor failed to start due to winding issue.,QUALITY_ISSUE
Customer complains of a smell. Advised on cleaning the area around the drain pump filter where water can collect.,NON_QUALITY_ISSUE
Main PCB is dead. Visible burn mark near the power input filter.,QUALITY_ISSUE
Clothes are still soapy. Customer used high-foaming detergent in a front-loader machine.,NON_QUALITY_ISSUE
Loud metallic scrape during spin. Drum support bearing race is pitted and corroded.,QUALITY_ISSUE
Customer requesting service because the filter screen is full of cat hair and debris.,NON_QUALITY_ISSUE
Drum is not rotating. Motor control board MOSFET shorted out.,QUALITY_ISSUE
Machine stops. Customer reports a brief power flicker in the area.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a flaw/thin spot from the molding process.,QUALITY_ISSUE
Machine is vibrating. Technician found the anti-vibration rubber feet were cracked and ineffective.,NON_QUALITY_ISSUE
Loud banging noise during spin. Broken drum counterweight support bracket.,QUALITY_ISSUE
Water won't drain. Technician found a piece of plastic packaging blocking the drain path.,NON_QUALITY_ISSUE
Intermittent heating failure. Heater relay on the PCB has intermittent failure (sticking).,QUALITY_ISSUE
Clothes are too wrinkled. Customer runs the dryer on the highest heat setting (combi unit).,NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension rod snapped clean off during spin.,QUALITY_ISSUE
Customer complains of lint. Advised on emptying pockets before putting clothes in the machine.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Water level sensor cable is corroded and sending intermittent signals.,QUALITY_ISSUE
"Drain hose is leaking profusely. Customer used excessive force when connecting the hose, cracking the plastic elbow.",NON_QUALITY_ISSUE
Loud grinding noise during wash. Tub bearing failed prematurely after 1 year.,QUALITY_ISSUE
"Machine is very loud. Customer installed it in a small, closed utility room with hard surfaces.",NON_QUALITY_ISSUE
Unit fails to start. Main power button contacts are worn and not engaging reliably.,QUALITY_ISSUE
Water won't fill. Technician found the customer's hose bib outside was only opened slightly.,NON_QUALITY_ISSUE
Water leaks from the back. Technician found the fill valve was leaking onto the rear panel from a crack.,QUALITY_ISSUE
Clothes are still damp. Customer selected the lowest spin speed setting (400 RPM).,NON_QUALITY_ISSUE
Loud metallic scrape during spin. Drum support bearing race is completely seized up.,QUALITY_ISSUE
Customer complains of detergent residue. Advised on the correct fill line for powder detergent.,NON_QUALITY_ISSUE
Unit trips main breaker. Short circuit in the drain pump motor winding.,QUALITY_ISSUE
Machine vibrates heavily. Found the installation platform is very old and unstable wood flooring.,NON_QUALITY_ISSUE
Error F10: Communication loss between the main PCB and the CAN bus.,QUALITY_ISSUE
"Customer used excessive amounts of homemade soap, resulting in a severe suds error.",NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a small pinhole from a manufacturing defect.,QUALITY_ISSUE
Drain hose is leaking profusely. Customer failed to tighten the clamp after cleaning the drain filter.,NON_QUALITY_ISSUE
"Machine stops mid-cycle. Pressure sensor is faulty, sending low-pressure readings when pressure is normal.",QUALITY_ISSUE
Clothes are still damp. Customer selected the 'Quick Dry' option for a heavily loaded machine.,NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken drum counterweight mounting stud.,QUALITY_ISSUE
Water won't drain. Technician found a loose hair clip blocking the drain pump impeller.,NON_QUALITY_ISSUE
Intermittent power off. Loose power cable connector on the back of the machine.,QUALITY_ISSUE
Machine makes a strange noise. Found a coin stuck in the small gap between the inner drum and the tub.,NON_QUALITY_ISSUE
